experiment_name,condition,round,agent_id,opponent_id,game,action,opponent_action,payoff,cumulative_payoff,reputation,temperature,reflection_depth,risk_tendency,mode,confidence,risk_level,reason,is_malicious
rex_baseline,fixed_high_temperature,1,19,5,prisoner_dilemma,cooperate,defect,0.0,0.0,0.57,0.8,1,medium,fixed,0.5975934427885117,0.5,"standard mock policy chose cooperate; p_cooperate=0.598, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,5,19,prisoner_dilemma,defect,cooperate,5.0,5.0,0.35000000000000003,0.8,1,medium,fixed,0.8169873116748788,0.65,"standard mock policy chose defect; p_cooperate=0.817, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,14,4,prisoner_dilemma,defect,cooperate,5.0,5.0,0.35000000000000003,0.8,1,medium,fixed,0.6743253397762959,0.65,"standard mock policy chose defect; p_cooperate=0.674, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,4,14,prisoner_dilemma,cooperate,defect,0.0,0.0,0.57,0.8,1,medium,fixed,0.7607368344544461,0.5,"standard mock policy chose cooperate; p_cooperate=0.761, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,9,13,prisoner_dilemma,defect,defect,1.0,1.0,0.35000000000000003,0.8,1,medium,fixed,0.5725974343263849,0.65,"standard mock policy chose defect; p_cooperate=0.573, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,13,9,prisoner_dilemma,defect,defect,1.0,1.0,0.35000000000000003,0.8,1,medium,fixed,0.7537832000404845,0.65,"standard mock policy chose defect; p_cooperate=0.754, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,15,18,prisoner_dilemma,defect,defect,1.0,1.0,0.35000000000000003,0.8,1,medium,fixed,0.6075541129661659,0.65,"standard mock policy chose defect; p_cooperate=0.608, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,18,15,prisoner_dilemma,defect,defect,1.0,1.0,0.35000000000000003,0.8,1,medium,fixed,0.632148172511783,0.65,"standard mock policy chose defect; p_cooperate=0.632, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,6,12,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.8,1,medium,fixed,0.789410661643946,0.5,"standard mock policy chose cooperate; p_cooperate=0.789, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,12,6,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.8,1,medium,fixed,0.8193720652320176,0.5,"standard mock policy chose cooperate; p_cooperate=0.819, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,17,10,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.8,1,medium,fixed,0.7618216462266476,0.5,"standard mock policy chose cooperate; p_cooperate=0.762, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,10,17,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.8,1,medium,fixed,0.5512063592487175,0.5,"standard mock policy chose cooperate; p_cooperate=0.551, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,1,11,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.8,1,medium,fixed,0.8295563726891777,0.5,"standard mock policy chose cooperate; p_cooperate=0.830, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,11,1,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.8,1,medium,fixed,0.6877525465392698,0.5,"standard mock policy chose cooperate; p_cooperate=0.688, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,2,16,prisoner_dilemma,defect,cooperate,5.0,5.0,0.35000000000000003,0.8,1,medium,fixed,0.8283790539168479,0.65,"standard mock policy chose defect; p_cooperate=0.828, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,16,2,prisoner_dilemma,cooperate,defect,0.0,0.0,0.57,0.8,1,medium,fixed,0.6511084590015606,0.5,"standard mock policy chose cooperate; p_cooperate=0.651, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,7,8,prisoner_dilemma,defect,cooperate,5.0,5.0,0.35000000000000003,0.8,1,medium,fixed,0.5326882675919166,0.65,"standard mock policy chose defect; p_cooperate=0.533, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,8,7,prisoner_dilemma,cooperate,defect,0.0,0.0,0.57,0.8,1,medium,fixed,0.8150680482694642,0.5,"standard mock policy chose cooperate; p_cooperate=0.815, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,0,3,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.8,1,medium,fixed,0.7134225745207597,0.5,"standard mock policy chose cooperate; p_cooperate=0.713, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,1,3,0,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.8,1,medium,fixed,0.7777280779045568,0.5,"standard mock policy chose cooperate; p_cooperate=0.778, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,2,14,8,prisoner_dilemma,cooperate,cooperate,3.0,8.0,0.441,0.8,1,medium,fixed,0.7306398166022448,0.5,"standard mock policy chose cooperate; p_cooperate=0.731, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,2,8,14,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.6301999999999999,0.8,1,medium,fixed,0.7375393962329669,0.5,"standard mock policy chose cooperate; p_cooperate=0.738, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,2,3,11,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6301999999999999,0.8,1,medium,fixed,0.7677004159203408,0.5,"standard mock policy chose cooperate; p_cooperate=0.768, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,2,11,3,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6301999999999999,0.8,1,medium,fixed,0.842910169111478,0.5,"standard mock policy chose cooperate; p_cooperate=0.843, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,2,10,16,prisoner_dilemma,cooperate,defect,0.0,3.0,0.6301999999999999,0.8,1,medium,fixed,0.7912493214936598,0.5,"standard mock policy chose cooperate; p_cooperate=0.791, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,2,16,10,prisoner_dilemma,defect,cooperate,5.0,5.0,0.39899999999999997,0.8,1,medium,fixed,0.7769841610512962,0.65,"standard mock policy chose defect; p_cooperate=0.777, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,2,1,12,prisoner_dilemma,defect,cooperate,5.0,8.0,0.39899999999999997,0.8,1,medium,fixed,0.5627020876248665,0.65,"standard mock policy chose defect; p_cooperate=0.563, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,2,12,1,prisoner_dilemma,cooperate,defect,0.0,3.0,0.6301999999999999,0.8,1,medium,fixed,0.5994270597480442,0.5,"standard mock policy chose cooperate; p_cooperate=0.599, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,2,5,18,prisoner_dilemma,cooperate,cooperate,3.0,8.0,0.441,0.8,1,medium,fixed,0.6257002068957571,0.5,"standard mock policy chose cooperate; p_cooperate=0.626, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,2,18,5,prisoner_dilemma,cooperate,cooperate,3.0,4.0,0.441,0.8,1,medium,fixed,0.7373202798651645,0.5,"standard mock policy chose cooperate; p_cooperate=0.737, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,2,2,0,prisoner_dilemma,cooperate,cooperate,3.0,8.0,0.441,0.8,1,medium,fixed,0.5971785024608668,0.5,"standard mock policy chose cooperate; p_cooperate=0.597, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,2,0,2,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6301999999999999,0.8,1,medium,fixed,0.7892628283948143,0.5,"standard mock policy chose cooperate; p_cooperate=0.789, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,2,4,9,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.6301999999999999,0.8,1,medium,fixed,0.6225705454451891,0.5,"standard mock policy chose cooperate; p_cooperate=0.623, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,2,9,4,prisoner_dilemma,cooperate,cooperate,3.0,4.0,0.441,0.8,1,medium,fixed,0.6864804138734429,0.5,"standard mock policy chose cooperate; p_cooperate=0.686, mode=fixed, risk=medium",False
rex_baseline,fixed_high_temperature,2,15,7,prisoner_dilemma,defect,defect,1.0,2.0,0.24500000000000002,0.8,1,medium,fixed,0.7714738762394217,0.65,"standard mock policy chose defect; p_cooperate=0.771, mode=fixed, risk=medium",False
