experiment_name,condition,round,agent_id,opponent_id,game,action,opponent_action,payoff,cumulative_payoff,reputation,temperature,reflection_depth,risk_tendency,mode,confidence,risk_level,reason,is_malicious
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,19,5,prisoner_dilemma,cooperate,defect,0.0,0.0,0.57,0.5,2,medium,normal,0.6749021517428198,0.5,"standard mock policy chose cooperate; p_cooperate=0.675, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,5,19,prisoner_dilemma,defect,cooperate,5.0,5.0,0.35000000000000003,0.5,2,medium,normal,0.8120233197967992,0.65,"standard mock policy chose defect; p_cooperate=0.812, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,14,4,prisoner_dilemma,defect,cooperate,5.0,5.0,0.35000000000000003,0.5,2,medium,normal,0.722859587360185,0.65,"standard mock policy chose defect; p_cooperate=0.723, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,4,14,prisoner_dilemma,cooperate,defect,0.0,0.0,0.57,0.5,2,medium,normal,0.7768667715340288,0.5,"standard mock policy chose cooperate; p_cooperate=0.777, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,9,13,prisoner_dilemma,cooperate,defect,0.0,0.0,0.57,0.5,2,medium,normal,0.6592796464539905,0.5,"standard mock policy chose cooperate; p_cooperate=0.659, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,13,9,prisoner_dilemma,defect,cooperate,5.0,5.0,0.35000000000000003,0.5,2,medium,normal,0.7725207500253028,0.65,"standard mock policy chose defect; p_cooperate=0.773, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,15,18,prisoner_dilemma,defect,defect,1.0,1.0,0.35000000000000003,0.5,2,medium,normal,0.6811275706038536,0.65,"standard mock policy chose defect; p_cooperate=0.681, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,18,15,prisoner_dilemma,defect,defect,1.0,1.0,0.35000000000000003,0.5,2,medium,normal,0.6964988578198643,0.65,"standard mock policy chose defect; p_cooperate=0.696, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,6,12,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.7947879135274662,0.5,"standard mock policy chose cooperate; p_cooperate=0.795, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,12,6,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.813513790770011,0.5,"standard mock policy chose cooperate; p_cooperate=0.814, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,17,10,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.7775447788916547,0.5,"standard mock policy chose cooperate; p_cooperate=0.778, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,10,17,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.7409102245304484,0.5,"malicious mock policy chose cooperate; p_cooperate=0.741, mode=normal, risk=medium",True
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,1,11,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.8198789829307361,0.5,"standard mock policy chose cooperate; p_cooperate=0.820, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,11,1,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.7312515915870436,0.5,"standard mock policy chose cooperate; p_cooperate=0.731, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,2,16,prisoner_dilemma,defect,cooperate,5.0,5.0,0.35000000000000003,0.5,2,medium,normal,0.8191431586980299,0.65,"standard mock policy chose defect; p_cooperate=0.819, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,16,2,prisoner_dilemma,cooperate,defect,0.0,0.0,0.57,0.5,2,medium,normal,0.7083490368759754,0.5,"standard mock policy chose cooperate; p_cooperate=0.708, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,7,8,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.7293364172449479,0.5,"malicious mock policy chose cooperate; p_cooperate=0.729, mode=normal, risk=medium",True
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,8,7,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.8108237801684152,0.5,"standard mock policy chose cooperate; p_cooperate=0.811, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,0,3,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.7472953590754748,0.5,"standard mock policy chose cooperate; p_cooperate=0.747, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,1,3,0,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.7874862986903479,0.5,"standard mock policy chose cooperate; p_cooperate=0.787, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,2,14,8,prisoner_dilemma,cooperate,cooperate,3.0,8.0,0.441,0.3,2,medium,normal,0.7856918062258417,0.5,"standard mock policy chose cooperate; p_cooperate=0.786, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,2,8,14,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6301999999999999,0.5,2,medium,normal,0.7484464976456043,0.5,"standard mock policy chose cooperate; p_cooperate=0.748, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,2,3,11,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6301999999999999,0.5,2,medium,normal,0.800709634950213,0.5,"standard mock policy chose cooperate; p_cooperate=0.801, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,2,11,3,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6301999999999999,0.5,2,medium,normal,0.8477157306946738,0.5,"standard mock policy chose cooperate; p_cooperate=0.848, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,2,10,16,prisoner_dilemma,cooperate,defect,0.0,3.0,0.6301999999999999,0.5,2,medium,normal,0.8719277009335372,0.5,"malicious mock policy chose cooperate; p_cooperate=0.872, mode=normal, risk=medium",True
rex_malicious_agents,reputation_piecewise_with_malicious_agents,2,16,10,prisoner_dilemma,defect,cooperate,5.0,5.0,0.39899999999999997,0.5,2,medium,normal,0.8065119756570601,0.65,"standard mock policy chose defect; p_cooperate=0.807, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,2,1,12,prisoner_dilemma,defect,cooperate,5.0,8.0,0.39899999999999997,0.5,2,medium,normal,0.6725856797655416,0.65,"standard mock policy chose defect; p_cooperate=0.673, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,2,12,1,prisoner_dilemma,cooperate,defect,0.0,3.0,0.6301999999999999,0.5,2,medium,normal,0.6955387873425276,0.5,"standard mock policy chose cooperate; p_cooperate=0.696, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,2,5,18,prisoner_dilemma,cooperate,cooperate,3.0,8.0,0.441,0.3,2,medium,normal,0.7117719525859089,0.5,"standard mock policy chose cooperate; p_cooperate=0.712, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,2,18,5,prisoner_dilemma,cooperate,cooperate,3.0,4.0,0.441,0.3,2,medium,normal,0.7536294799494366,0.5,"standard mock policy chose cooperate; p_cooperate=0.754, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,2,2,0,prisoner_dilemma,cooperate,cooperate,3.0,8.0,0.441,0.3,2,medium,normal,0.7356438134228249,0.5,"standard mock policy chose cooperate; p_cooperate=0.736, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,2,0,2,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6301999999999999,0.5,2,medium,normal,0.780773642746759,0.5,"standard mock policy chose cooperate; p_cooperate=0.781, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,2,4,9,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.6301999999999999,0.5,2,medium,normal,0.7425909659032432,0.5,"standard mock policy chose cooperate; p_cooperate=0.743, mode=normal, risk=medium",False
rex_malicious_agents,reputation_piecewise_with_malicious_agents,2,9,4,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.6301999999999999,0.5,2,medium,normal,0.7771033836709019,0.5,"standard mock policy chose cooperate; p_cooperate=0.777, mode=normal, risk=medium",False
